Polarity,Text
Neg,أخواني عندي رجة في السيارة على سرعة 120 و فوق أحس كأنها تهز السيارة من طرف واحد و تختفي شوي و ترجع.
Neg,اترك الفورشنر مكينة بطة 4 سلندر و تقاوم معه اكسنت و ثقيلة و تناقز بالخط و رساوة صفر و عزل صفر.
Mix,"تنزل منه ظهرك يعورك شهر قدام و مواصفات فقر و أمان صفر, لكن العملية عملية جدا."
Neg,الفورتشنر 4 سلندر الكل أجمع أنه يصرف أكثر من الفوتشنر6 سلندر بحكم إن المكينة صغيرة عالسيارة و تستهلك بنزين بقوة. 
Pos,الموهافي أوسع و أخف و أكبر و قطع الغيار أرخص بكثير.
Neg,اللاند محرقة بنزين يستهلك أكثر بكثير من الباجيرو.
Pos,سيارة اقتصادية و قوية في البر و الجبال إلى درجة ما تتصورها و تتحمل الكرف.
Neg,"عندي نيسان صني, السالفة و ما فيها قبل فترة كنت ماشي شوي إلا السيارة طفت فجأة."
Pos,أرشح لك الكيا كارنيفال سيارة جميلة للعائلة و قطعها ممتازة و رخيصة و سعرها ممتاز بالنسبة للمواصفات اللي فيها.
Mix,الكيا كرنفال حلوة و سعرها و شكلها مناسب. لكن تأكد من مكيفها قبل تشتريها لأن الكورية مكيفها خايس.
Pos,كيا كارنفال افضل الموجود حاليا و اريح للسائق و الركاب و أشوف إن فيها أمان أكثر.
Mix,ال H1 سيارة عملية و تاخذ 12 راكب بإضافة مرتبة في الأخير. لكن مكينتها تعتبر صغيرة على حجمها يعني قومة ضعيفة.
Neg,سيارة قبيحة من برى و من جوى. أفشل سيارة ممكن تسوقها.
Pos,سنتافيه استاندرد 4 سلندر انصحك فيها و سعرها مقبول.
Neg,ال H1 عيبها ضعف العزم. احد الشباب سافر عليها طبعا القير تماتيك ما تتعدى ال 120.
Neg,الانوفا صغير و غير مريح و غالي و عيوبه أكثر من ال H1.
Pos,على العموم ال H1 زين من ناحية مواصفاته و سعره.
Pos,"خذ لك فورد فلكس وسيعة, فخمة, 6 سلندر, عزم واقتصادية."
Pos,انصحك تاخذ سوناتا نص فل افضل لك من الإلنترا. أكبر و أوسع و أفخم.
Pos,سوناتا أوسع و أكبر و هذا يعني أكثر أمانا و ثباتا و أوسع للعائلة.
Pos,"ركبت مع صاحب سوناتا, السيارة قمة في الفخامة و الهدوء و النعومة, و سيارة وسيعة. صراحه السوناتا اختيار رائع."
Neg,المازدا عندك مشكلة الوكيل و القطع.
Neg,المازدا CX9 الحالي موديل 2016 صرف البنزين فيه سيء.
Neg,السانتافيه طلعت فيه مشاكل عيوب القير و المكيف.
Pos,الافضل برأيي كصرفية و عزم و تكييف علوي اللي هو فورد اكسبلور.
Pos,فورد ايدج بشكله الجديد موتر ممتاز و وكيل ممتاز.
Neg,"يوجد بها عيب بسيط بالجربكوس, المشكلة وكالة الناغي يقولوا طبيعي, و المكيف في عز الحر لك عليه شويات, و صرفية البنزين لك عليها للستة سلندر."
Mix,"اعتمادية جدا وضمانها حلو 5 سنين أو 150 الف, و صيانتها في الوكالة ممتازة, و أهم نقطة صرفية البنزين جدا جميلة. عيبها سعرها أغلى من المنافسين."
Pos,"إستخدام الالتيما افضل و مكيفها أبرد, و اريح مراتب, و عمرها أطول."
Mix,السوناتا أجمل شكل و مواصفاتها أكثر و حليوه ما عليها. لكن مكيفها لك عليه.
Pos,الالتيما موجوده في المعارض ب 60 الف و اللي يميزةا عن السوناتا صرفية البنزين افضل بكثير.
Mix,معي سوناتا 2016 مرتاح معها. لكن صرف البنزين الاحظ أنه أكثر مما توقعت لكن مو ذيك الدرجة الكبيرة و التكييف فاشل جدا بالصيف.
Neg,"انا بفيدك في التكييف فقط, بالسوناتا تعبان خصوصا اذا السيارة واقفة دفع هواء فقط بدون فريون."
Neg,الهونداي تكييفها غير جيد.
Neg,يعيبها جيرها اللي يخرب دايم.
Pos,السوناتا الجديدة مكيفها بطل الصراحه عن تجربة. انصحك بالسوناتا.
Pos,المميز فيها الصرفية ممتازة جدا.
Pos,عزم الالتيما افضل و المكينة مرتاحة على السرعات العالية.
Mix,انا ما أقلل من السوناتا و لكن كعزم و صرفية بنزين فاشلة. الممتاز فيها شكلها من برى و من الداخل و منتشرة أكثر.
Pos,الألتيما ممتازة و سعرها جدا مناسب.
Mix,السوناتا عن تجربة شخصية موديل 2016 ممتازة و عزلها ممتاز و واسعة من الداخل خصوصا الجديدة. بس ثقيلة شوي و صرفيتها زيادة.
Pos,السوناتا أوسع من الالتيما في مساحة الكراسي و الأقدام.
Pos,الالتيما سريعة و راسية جدا ما شاء الله.
Neg,الالتيما أكبر عيب فيها اذا حملت أغراض كثير أو أشخاص من الوزن الثقيل ركبوا معك تحك في المطبات.
Neg,انا جربت السوناتا الشكل القديم صراحه ما ارتحت فيها و تكييفها سيء و رساوتها سيئة جدا.
Pos,القير في الالتيما هادئ جدا و ناعم.
Neg,عندي لاندكروزر جي اكس ار 8 سلندر 2010 ماشي 250 الف مع الصباح اذا شغلته يطلع لي دخان أبيض كثيف.
Neg,عندي دينالي 2012 الحساسات حقت الصدام الخلفي ما تشتغل.
Pos,اقتصادية من حيث استهلاك البنزين و قطع الغيار.
Pos,عملية جدا و قليلة الخراب و لا حاجة لصيانات كثيرة و تحافظ على سعرها عند إعادة البيع.
Mix,تبي النصيحة اذا تبي قطع رخيصة و موتر كرف و اقتصادية بالبنزين بس حقت بلد ما تصلح للسفر إلا للضرورة خذ اكسنت موديل 2014.
Mix,اليارس موتر كرف بس قطع الغيار أغلى من الاكسنت و شكلها قبيح نوعا ما.
Pos,بالنسبة للبيع الاكسنت عند البيع كثير زباينها و ما تبلش فيها و تجيب لك سعر كويس.
Pos,انا أميل للاكسنت بسبب الشكل و رخص قطع الغيار.
Pos,الاكسنت حلوة و قطعها رخيصة.
Mix,"اذا كنت بتستخدمةا داخل المدينة فهي حلوة و خدومة, اذا بتسافر عليها تراها متعبة."
Mix,انا سيارتي اكسنت خدومة و حلوة و اقتصادية. لكن ما تصلح للسفر متعبة و الهواء يلعب فيها.
Pos,لمدة سنتين ما حطيت فيها إلا زيت و بنزين و قطع استهلاكية و كرفتها كرف الويل و ما قصرت معي.
Mix,صحيح إنها اقتصادية و قليلة الخراب لكن صفر من ناحية الأمان.
Pos,"الأكسنت خيار جيد, خدومة و عملية و صيانتها بسيطة و قطعها رخيصة."
Neg,يعيبها قطعها غالية جدا و فيها عيب مصنعي في الكومبريسر خرب علي.
Pos,انا اليوم غيرت زيت القير للسيارتي عند الصيانة السريعة للناغي في أبها. أقسم بالله العظيم قمة الاهتمام بالعميل و قمة الشغل المرتب.
Pos,ما شاء الله السيارة راسية جدا سرعتنا كانت من 160 إلى 180 و ما شاء الله راسية مع الملفات.
Neg,السيارة لك عليها شوي في راحتها ما هي مريحة جدا بالنسبة لي.
Pos,ما شاء الله السيارة عزمها جبار و رياضي و جدا ممتعة قيادتها.
Pos,عزل السيارة كويس ما عليه شيء.
Pos,حصلت اوبتيما 16 بحول 54 استاندر سعرها بالنسبة لمكينتها أشوفه كويس.
Pos,انصحك بالمكينة الكبيرة عزمها حلو.
Pos,اذا جديد و تبغاها خطوط عندك الكيا اوبتيما مكينة 2.4. ميزتها إنها سيارة اعتمادية جدا و صبورة ما تطلب أبدا منك ل 5 سنين قدام بتكون مرتاح.
Pos,عندك مازدا سكس ممتازة و راسية جدا.
Pos,الباجيرو العادي مستمر ما بيتغير و شكله ممتاز و عملي.
Neg,الناغي سيء جدا بالتعامل و أي واحد سيارته هونداي يقول لك رحت الوكالة و رفضوا تصليحها عالضمان أو تبديل قطعه عالضمان تأكد إنه راح للناغي.
Mix,انصحك بالفيوجن، معاي 2012 و يشهد الله هذي السنة الخامسة ما طلبت شيء ما شاء الله تبارك الله، عملية و شكلها مقبول. لكن تحس فيه شوي ضيق بالمقاعد الخلفية.
